"tax_year","pin","min_bldg_sf","max_bldg_sf","bldg_sf_ratio","num_sharing_pin"
"2019","15112070430000",927,5036,5.4326,2
"2019","20023080380000",681,3700,5.4332,2
"2019","20142000090000",933,5073,5.4373,2
"2019","11193120630000",819,4466,5.453,2
"2019","10123060070000",406,2217,5.4606,2
"2019","05161010240000",775,4235,5.4645,2
"2019","18313030100000",700,3836,5.48,2
"2019","05273000680000",1180,6488,5.4983,2
"2019","11181100270000",624,3432,5.5,2
"2019","05204130130000",612,3392,5.5425,2
"2019","05174120590000",712,3948,5.5449,2
"2019","11184180190000",622,3456,5.5563,2
"2019","25064020280000",706,3931,5.568,2
"2019","14174110110000",800,4465,5.5813,2
"2019","11191060110000",1343,7503,5.5867,2
"2019","04073010280000",1068,5974,5.5936,2
"2019","16071030180000",996,5622,5.6446,2
"2019","11192100080000",1240,7012,5.6548,2
"2019","05083010030000",745,4225,5.6711,2
"2019","20111070090000",1535,8709,5.6736,2
"2019","01112010210000",1386,7870,5.6782,2
"2019","05271080040000",652,3712,5.6933,2
"2019","18183000100000",680,3873,5.6956,2
"2019","12232310090000",448,2553,5.6987,2
"2019","11192120060000",1485,8480,5.7104,2
"2019","19104030120000",700,4000,5.7143,2
"2019","05173070450000",1098,6325,5.7605,2
"2019","20112010100000",816,4714,5.777,2
"2019","26314180170000",400,2312,5.78,2
"2019","14333090240000",493,2850,5.7809,2
"2019","20111070260000",846,4893,5.7837,2
"2019","04241010770000",729,4235,5.8093,2
"2019","05274090100000",400,2325,5.8125,2
"2019","14321040220000",602,3500,5.814,2
"2019","20113120090000",633,3682,5.8167,2
"2019","20111060020000",1600,9322,5.8263,2
"2019","20101070190000",898,5245,5.8408,2
"2019","20111080330000",1020,5974,5.8569,2
"2019","05291000930000",891,5249,5.8911,2
"2019","14334200320000",400,2360,5.9,2
"2019","05291010290000",671,3968,5.9136,2
"2019","11192090030000",761,4516,5.9343,2
"2019","11184010100000",1373,8174,5.9534,2
"2019","14332070040000",660,3940,5.9697,2
"2019","11191000070000",1449,8660,5.9765,2
"2019","14331230250000",391,2340,5.9847,2
"2019","17042240280000",563,3378,6.0,2
"2019","18022010360000",616,3697,6.0016,2
"2019","18073030150000",876,5262,6.0068,2
"2019","11192190170000",1050,6309,6.0086,2
"2019","05064030280000",850,5109,6.0106,2
"2019","17171100120000",822,4950,6.0219,2
"2019","17171100130000",822,4950,6.0219,2
"2019","15013220060000",1022,6173,6.0401,2
"2019","01054020050000",731,4432,6.0629,2
"2019","14281050350000",792,4810,6.0732,2
"2019","20111070270000",1230,7473,6.0756,2
"2019","11192170120000",549,3344,6.0911,2
"2019","17042110230000",1075,6560,6.1023,2
"2019","28091040070000",1257,7677,6.1074,2
"2019","16064140210000",764,4668,6.1099,2
"2019","16071030070000",800,4914,6.1425,2
"2019","05354070200000",598,3678,6.1505,2
"2019","14293040300000",420,2594,6.1762,2
"2019","04202010060000",668,4138,6.1946,2
"2019","01033010210000",911,5648,6.1998,2
"2019","14321240040000",484,3001,6.2004,2
"2019","28094010310000",891,5529,6.2054,2
"2019","01011100120000",625,3890,6.224,2
"2019","20112070010000",1168,7270,6.2243,2
"2019","25201050170000",576,3600,6.25,2
"2019","17223150060000",802,5020,6.2594,2
"2019","11184190150000",462,2893,6.2619,2
"2019","05072090160000",835,5246,6.2826,2
"2019","11071100480000",480,3028,6.3083,2
"2019","11184170020000",1176,7432,6.3197,2
"2019","17031030110000",988,6248,6.3239,2
"2019","10134240180000",637,4029,6.325,2
"2019","10132190230000",467,2964,6.3469,2
"2019","20111030140000",1387,8827,6.3641,2
"2019","10132250160000",961,6136,6.385,2
"2019","01253000070000",1784,11421,6.4019,2
"2019","20111150210000",782,5012,6.4092,2
"2019","17031130190000",696,4482,6.4397,2
"2019","20112030060000",1208,7795,6.4528,2
"2019","16064140080000",680,4390,6.4559,2
"2019","11184170110000",672,4345,6.4658,2
"2019","11193030240000",429,2802,6.5315,2
"2019","17203230100000",961,6340,6.5973,2
"2019","16072090030000",493,3274,6.641,2
"2019","16072080070000",610,4065,6.6639,2
"2019","11071100500000",480,3200,6.6667,2
"2019","16074070090000",564,3768,6.6809,2
"2019","05081040120000",1870,12494,6.6813,2
"2019","26062230130000",520,3492,6.7154,2
"2019","11071100370000",480,3224,6.7167,2
"2019","11071100390000",480,3224,6.7167,2
"2019","11071100410000",480,3224,6.7167,2
"2019","20112070110000",938,6321,6.7388,2
"2019","11071100520000",480,3251,6.7729,2
"2019","05174150240000",682,4636,6.7977,2
"2019","05351090040000",920,6261,6.8054,2
"2019","11192180100000",1000,6808,6.808,2
"2019","11192020150000",605,4125,6.8182,2
"2019","16064140140000",976,6656,6.8197,2
"2019","14202220050000",805,5493,6.8236,2
"2019","20112030400000",1302,8889,6.8272,2
"2019","16061130140000",462,3172,6.8658,2
"2019","14174100240000",790,5428,6.8709,2
"2019","04012000110000",1260,8658,6.8714,2
"2019","11071100490000",480,3299,6.8729,2
"2019","14213100420000",650,4481,6.8938,2
"2019","15121000060000",759,5238,6.9012,2
"2019","11071100360000",480,3317,6.9104,2
"2019","16251060310000",520,3599,6.9212,2
"2019","18084000210000",728,5100,7.0055,2
"2019","20071200330000",431,3025,7.0186,2
"2019","11192160080000",1218,8581,7.0452,2
"2019","15012170160000",453,3204,7.0728,2
"2019","14333310270000",576,4077,7.0781,2
"2019","16261150210000",461,3270,7.0933,2
"2019","14281120040000",517,3669,7.0967,2
"2019","16064150090000",722,5137,7.115,2
"2019","11071100380000",480,3432,7.15,2
"2019","17042150640000",1028,7364,7.1634,2
"2019","17032010510000",840,6019,7.1655,2
"2019","14333080350000",592,4248,7.1757,2
"2019","25064150050000",503,3637,7.2306,2
"2019","05072090170000",891,6475,7.2671,2
"2019","28022270450000",440,3200,7.2727,2
"2019","25071140280000",418,3061,7.323,2
"2019","20112070240000",749,5494,7.3351,2
"2019","11071100540000",480,3537,7.3688,2
"2019","04363110350000",932,6883,7.3852,2
"2019","05274040060000",646,4774,7.3901,2
"2019","20111030190000",500,3700,7.4,2
"2019","05282140150000",704,5210,7.4006,2
"2019","18044190250000",400,2962,7.405,2
"2019","01044020170000",1104,8269,7.49,2
"2019","11071100420000",480,3604,7.5083,2
"2019","11184210180000",823,6181,7.5103,2
"2019","05342220100000",416,3126,7.5144,2
"2019","11184210040000",882,6635,7.5227,2
"2019","26053240170000",429,3252,7.5804,2
"2019","02083070010000",871,6663,7.6498,2
"2019","15013200200000",573,4398,7.6754,2
"2019","05354010270000",792,6083,7.6806,2
"2019","13214010520000",500,3844,7.688,2
"2019","01263040130000",1044,8046,7.7069,2
"2019","01032000590000",694,5349,7.7075,2
"2019","05292030030000",837,6467,7.7264,2
"2019","11071170440000",510,3964,7.7725,2
"2019","11071170430000",510,3964,7.7725,2
"2019","11071170420000",510,3964,7.7725,2
"2019","01052000110000",592,4698,7.9358,2
"2019","11192100060000",780,6203,7.9526,2
"2019","05351050130000",769,6150,7.9974,2
"2019","14331230380000",710,5695,8.0211,2
"2019","11183130030000",718,5771,8.0376,2
"2019","05292040210000",748,6043,8.0789,2
"2019","11192120100000",682,5563,8.1569,2
"2019","16064210030000",528,4339,8.2178,2
"2019","05064020070000",591,4876,8.2504,2
"2019","16064190200000",558,4627,8.2921,2
"2019","20142010180000",400,3339,8.3475,2
"2019","17042240240000",401,3363,8.3865,2
"2019","14213060250000",992,8384,8.4516,2
"2019","14052050280000",440,3721,8.4568,2
"2019","20111120170000",924,7824,8.4675,2
"2019","11191130240000",850,7226,8.5012,2
"2019","01021000080000",833,7160,8.5954,2
"2019","11184210330000",860,7413,8.6198,2
"2019","16064130340000",618,5362,8.6764,2
"2019","11192020240000",1005,8732,8.6886,2
"2019","15011090200000",640,5572,8.7063,2
"2019","02204050030000",726,6335,8.7259,2
"2019","11184200160000",840,7330,8.7262,2
"2019","11184210200000",761,6661,8.753,2
"2019","16064210090000",662,5814,8.7825,2
"2019","11194050160000",556,4892,8.7986,2
"2019","05354000560000",821,7252,8.8331,2
"2019","14282030060000",632,5594,8.8513,2
"2019","20111120150000",648,5761,8.8904,2
"2019","05354010030000",600,5336,8.8933,2
"2019","17042090180000",750,6741,8.988,2
"2019","14333021000000",473,4254,8.9937,2
"2019","11192250190000",888,8031,9.0439,2
"2019","11184180130000",702,6446,9.1823,2
"2019","11192180020000",532,4890,9.1917,2
"2019","20111120180000",981,9024,9.1988,2
"2019","01044010130000",720,6660,9.25,2
"2019","11192190010000",713,6627,9.2945,2
"2019","16072010110000",400,3722,9.305,2
"2019","05204000860000",1000,9324,9.324,2
"2019","11192020200000",680,6405,9.4191,2
"2019","14281050390000",480,4552,9.4833,2
"2019","14283100230000",826,7837,9.4879,2
"2019","11192090060000",864,8360,9.6759,2
"2019","22343000250000",455,4404,9.6791,2
"2019","05271130230000",616,5984,9.7143,2
"2019","01043020230000",910,8867,9.744,2
"2019","05271100120000",428,4197,9.8061,2
"2019","20111000470000",842,8268,9.8195,2
"2019","14282020110000",1017,10053,9.885,2
"2019","16073130010000",572,5667,9.9073,2
"2019","11192250310000",437,4350,9.9542,2
"2019","20112040230000",400,3986,9.965,2
"2019","11192120110000",635,6363,10.0205,2
"2019","05051000020000",1025,10327,10.0751,2
"2019","05352000130000",768,7815,10.1758,2
"2019","05211260020000",792,8097,10.2235,2
"2019","31124020170000",527,5393,10.2334,2
"2019","20111110120000",790,8115,10.2722,2
"2019","05282130090000",874,9056,10.3616,2
"2019","11191000360000",500,5198,10.396,2
"2019","05282140010000",550,5729,10.4164,2
"2019","16064100080000",554,5840,10.5415,2
"2019","19142230330000",504,5320,10.5556,2
"2019","17031020250000",540,5724,10.6,2
"2019","16062290260000",400,4240,10.6,2
"2019","11192250010000",418,4440,10.622,2
"2019","11192120120000",756,8040,10.6349,2
"2019","05354040140000",652,6934,10.635,2
"2019","32344030250000",403,4302,10.6749,2
"2019","16081210570000",480,5181,10.7938,2
"2019","05274040050000",795,8605,10.8239,2
"2019","20112070150000",500,5439,10.878,2
"2019","01031000260000",1242,13654,10.9936,2
"2019","11192100070000",468,5146,10.9957,2
"2019","18313000120000",706,7836,11.0992,2
"2019","14331230280000",600,6762,11.27,2
"2019","05213210550000",1086,12261,11.2901,2
"2019","11192110140000",654,7441,11.3777,2
"2019","05274080120000",526,6066,11.5323,2
"2019","14282020080000",770,8884,11.5377,2
"2019","11192120090000",437,5050,11.5561,2
"2019","11184050020000",482,5574,11.5643,2
"2019","01021000200000",729,8469,11.6173,2
"2019","20112070020000",628,7309,11.6385,2
"2019","20112030010000",720,8386,11.6472,2
"2019","05211000140000",400,4662,11.655,2
"2019","11192160170000",500,5854,11.708,2
"2019","10134040110000",476,5583,11.729,2
"2019","20111110130000",720,8448,11.7333,2
"2019","11184200150000",588,6982,11.8741,2
"2019","01031010330000",912,11077,12.1458,2
"2019","27112020060000",895,11199,12.5128,2
"2019","11184200140000",538,6872,12.7732,2
"2019","05282190140000",401,5176,12.9077,2
"2019","23272030270000",597,7745,12.9732,2
"2019","14282030090000",919,12184,13.2579,2
"2019","18071110180000",844,12076,14.3081,2
"2019","05291020240000",392,5609,14.3087,2
"2019","11192170260000",800,11482,14.3525,2
"2019","11184050010000",461,6721,14.5792,2
"2019","14174110020000",505,7374,14.602,2
"2019","27112130100000",507,8073,15.9231,2
"2019","20111080120000",576,9197,15.967,2
"2019","05211040020000",816,14280,17.5,2
"2019","04142000060000",624,13703,21.9599,2
"2019","01131010080000",716,24884,34.7542,2
